CASOS DE PRUEBA PARA LA GENERACIÓN DE CÓDIGOS DE CONTROL VER.7.0												
												
												
#	NRO. AUTORIZACION	NRO. FACTURA	NIT/CI	FECHA	MONTO	LLAVE		5 VERHOEFF	CADENA	SUMATORIA PRODUCTO	BASE64	CODIGO CONTROL
2426	3904006059042	460147	344189011	2008/01/05	"11,860.00"	[W(n\_Pav8WdYsX(@n#%ds@uRa=Mjrk)x6qXVC)u-g+FyNv]jQj%GA}J)q_ih[Qb	64	24467	3904006059042[W(46014742n\_Pa34418901131v8WdY2008010558sX(@n#%1186098ds@uRa=M	"16,303,562"	+CNA	E8-4E-79-63
2427	190400614598	916377	344967013	2008/08/26	"80,897.00"	h)EpDL@vm[zVIzzg8mug\}5FF3mv3iiLyx$wJF#hCp6ASRZW8(m]y(ax-zTE(h2V	64	43192	190400614598h)EpD91637782L@vm34496701375[z2008082638VIzzg8mug\8089788}5F	"19,249,483"	19RbB	65-D8-F3-34-C4
2428	5004007284128	127323	345311015	2007/12/05	"94,970.00"	9IKyqSLckL-HnzX54qfP[8w#}*TFiP{gpRmMK5R63x@@}Mk44F54gsZ54m}JpH4I	64	04612	5004007284128912732373IKyqS34531101526LckL-Hn2007120506zX949707054q	"26,319,948"	1aPnC	11-6B-80-92-08
2429	5004004841092	472145	345399017	2008/10/03	"82,199.00"	85VeN(SQ)%%WHB@Ukq}hd_KTLnIa)y3s7XtQ-_2P3\3DTnjn-h5%z7ATrm%DmT2}	64	55315	500400484109285VeN(47214547SQ)%%W34539901753HB@U2008100327kq8219901}hd_KT	"17,329,130"	126lg	48-1A-C2-79-04
2430	3004006679684	722533	345599016	2007/02/24	"1,631.25"	tmq$u(e(%DFMYp(A5x5rbcK3KXrwIUmLJfdx=N]8f(_WzZb6sYRGhM2}4Qs{IBBH	64	01223	3004006679684t72253382mq34559901653$u(2007022459e(%163153DFMY	"26,078,351"	1ZUoF	C5-92-59-28-5D
2431	6004006837498	14892	345836017	2007/06/26	"92,824.00"	Gik]7K{w7{(\{zpmIK(Fr4X4LIf[puHrnLSWac\7-)Pmt)wRag-sLS*b*B=u%CWt	64	88691	6004006837498Gik]7K{w71489255{(\{zpmIK34583601773(Fr4X4L2007062687If[puHrnLS9282487Wa	"18,380,455"	167Qd	06-DF-EA-F7-9A
2432	2004001974335	395865	345897011	2007/10/03	"25,522.00"	s9BE*T_ETwyWj]7\DXWF9XnWy97u@$dXYjtr6EeDIhfXm4BhAnUd*-5ZFF-zQWj*	64	87243	2004001974335s9BE*T_ET39586508wyWj]7\D34589701151XWF20071003869XnWy255222697u@	"17,119,224"	11JVu	AB-AA-A1-2E-40
2433	2904004600640	63627	346082019	2008/04/10	"8,484.00"	DU%}jvax$-vZHz#g)myiZUi9}g3k5umL{8i$IKn2Q[n7hC}ZW84d3qs9[%fpX64_	64	20391	2904004600640DU%6362713}34608201913jvax2008041073$-vZHz#g)m848480yi	"26,432,100"	1ar9a	2B-C9-80-BE-D6
2434	6004003533929	689572	347350015	2007/08/15	"5,502.00"	_}={Pfna7smkK]d%*y7)6)Hfcv8@wybv)8(L7QswkDj5)7sP8yIwEMbVr[{5P9F]	64	60438	6004003533929_}={Pfn68957245a347350015487smkK2007081598]d%*550228y7)6)Hfcv	"24,291,975"	1Sgg7	40-30-62-C7-CC
2435	7004004579361	871473	348571014	2007/08/23	"23,223.00"	uV]q][]_#icPv[4}Af@yRTX)rTmaT8KVt\XBq8CP$DHq}Q6NZwIGsq5UwfAL\ELg	64	33916	7004004579361uV]q87147326][]_34857101456#icPv[4}Af2007082332@y2322312RTX)rTm	"20,359,475"	1Dgap	D8-F9-8E-1E-BF
2436	1004005899077	194999	351089017	2007/02/19	"44,825.50"	ASB97k8=9C(qXuxTEKUu-8Vmy@zXU}eUghH)F[+)S=zD)KS=%YN7D#w_R[eZhmHn	64	61907	1004005899077ASB97k819499914=935108901744C(qXuxTEKU2007021916u4482662-8Vmy@zX	"29,891,288"	1o1hO	EA-FF-2C-05-50
2437	700400175597	232542	354783011	2007/08/06	"2,976.00"	Y_nYxL6Uc@Fr98kUL-$5y4p)}WyHP3rNTBig9Vc6tvkht+fipw6\QsGUNVp6Nwq(	64	63392	700400175597Y_nYxL623254278Uc@F35478301122r98k2007080612UL-$5y4p)}297646WyH	"16,427,023"	+gWF	89-D3-2C-52
2438	8004007517360	412793	355666017	2008/04/09	"24,177.00"	*$fvjpbuR]+[EJ9%GMayhxzA5n}-j_anR#*qAHS+4D=k*+=@nWe%V3G#jbkEg{Rr	64	27661	8004007517360*$f41279312vjpbuR]+35566601731[EJ9%GM2008040979ayhxzA52417748n}	"18,665,304"	17CzO	52-9E-59-9E-16
2439	7004006013434	562173	355969014	2007/07/28	"44,595.10"	zHXLSShkAr4a#%[qa]PV=qCsbzyU-JKmG5s)P}mNdm{YCZjzj6@V{jBM@FrJj+GP	64	98583	7004006013434zHXLSShkAr562173824a#%[qa]P35596901450V=qCsb2007072868zyU-JKmG54459542s)P}	"14,731,945"	uCgf	BB-C1-D8-BB
2440	5004001895533	197529	362515013	2007/06/03	"97,515.00"	dwDH[I9Y[#m-I%*H#_es9hFpQMaYS\7(8HS+@gSjhM)(K+5-2B)NzD$+2mpKIEL@	64	03011	5004001895533d19752928wDH[36251501387I20070603649Y9751561[#	"29,763,840"	1nYa0	D0-6C-25-38-B4
2441	1004009586011	676679	362972010	2007/06/03	"51,647.00"	*WDUeSUJeQVRwAD4q8=@6HunimIg6y$(LDdVqCVbBW{UTVG]7-}wXIyT3U[iBQ7*	64	42379	1004009586011*WDUe67667961SUJ36297201082eQVR2007060364wAD4q8=@51647236HunimIg6y	"16,884,793"	10QGv	3A-35-1F-DC-41
2442	2004007018336	459374	364049010	2007/01/07	"94,474.00"	ti4r*cj@*)s=@IfBs_RJ5GE(3Sr=x@@DnQE@YH\qZ7MBV5KNCi}dHAZu]tcgbiDX	64	47153	2004007018336ti4r*45937452cj@*)s=@36404901009If2007010783Bs_RJ59447401GE(3	"17,951,658"	14Ukg	A6-C1-0A-6E-5D
2443	2004008416557	807442	364153010	2007/11/03	"42,929.00"	zC$kTZKYCD]mQ$9X)f3qf[zC7n[8g=i4XAFP}agi)#P=di@3}HdRQHr(y-s[M=ah	64	11194	2004008416557zC80744286$k36415301085TZ2007110395KYCD]mQ$9X4292964)f3qf	"24,743,805"	1UOzz	F3-1F-B1-66-1D
2444	3004008660834	775881	369234013	2007/10/31	"50,624.00"	(A+x[n(5mH9Ti%m7[3MXwfyZXV8{MkBW%NqPf$HT\49c+5)SaqNe}M4Mc_sEI%Zj	64	24063	3004008660834(A+77588134x[n(536923401301m2007103106H9Ti%m75062437[3MX	"24,648,190"	1U1d+	CD-A4-61-49-C5
2445	3904007453352	658769	370542017	2007/03/07	"93,066.00"	Y[5S]gin*-5UZH-DraFRax{q}dyxjw)NKd\G6d_+CfKBT9BA5r8B#)cVW+9cNY]5	64	42948	3904007453352Y[5S]65876968gin37054201762*-5UZH-Dra2007030766FRax{9306604q}dyxjw)N	"16,540,887"	/6JN	FF-9A-02-B8
2446	3904008271237	909201	371332012	2008/11/12	"53,837.00"	WMx#tCYbB_4b2ZX3]C%n8XvW6=RDL8neQtZRB8[vYef@P@q@HYZ@SKYa89@%I7%Z	64	29096	3904008271237WMx90920159#tCYbB_4b237133201293Z2008111231X3]C%n8XvW53837536=RDL8n	"28,764,472"	1jkau	BB-E1-0D-CE-A1
2447	5004003840255	384548	373543014	2007/10/25	"93,110.00"	gKZ4\9Rqa%YYUw*)YEzWs)yLdgA]qJJxQ-n]wYc=W$py}qLwpU*7Mty5*h}pQiW*	64	07975	5004003840255g38454800KZ4\9Rqa37354301408%YYUw*)YEz2007102543Ws)yLdgA9311019]qJJxQ	"27,391,154"	1eVIo	E0-88-29-8D-4E
2448	790400545164	345994	376847012	2007/03/19	"17,458.00"	s#BXEne43C[[@[{3*AXih63_kJ3@-A{}iyz$tzvzGta{gKjG[Mm[EFEL8CV5wZ@j	64	60746	790400545164s#BXEne345994344376847012933C[[@[{32007031981*AXih174586163_kJ3@	"26,091,688"	1ZY2e	1B-BE-4A-0B-6A
2449	1004003980850	564530	378021011	2007/04/30	"27,187.49"	iMJQ*4#DK3ALbaw$uM$r%kDMa*V@j8K5xxZ=@9Q8)CyqAUgRX37gyX646nQVA8G2	64	61815	1004003980850iMJQ*4#56453035DK378021011923ALbaw$uM2007043064$r2718787%kDMa*	"21,224,366"	1Gzkk	00-02-4E-01-EE
2450	7004005570644	104749	378071014	2007/12/03	"54,979.00"	5iWvR8%tm-=afSdP7=UxH9Fe8nt-BqYj[=xWnwAq[-8(vmVM=CQPhvjBG9kZwWMe	64	59441	70040055706445iWvR810474987%tm-=afSdP378071014147=UxH20071203259Fe8n5497918t-	"19,011,719"	18XY7	25-23-CB-F7-4B
2451	3904008508799	383516	378861011	2007/08/15	"52,490.51"	fVk8%rwRhFaidnHpg#%sWvLCRTp(QqhqxWALBDbW{m_g@M]](Xfz4+})wJ{NQN@P	64	79152	3904008508799fVk8%rwR38351664hFaidnHpg#37886101127%s2007081598WvLCRT5249152p(Q	"19,900,957"	1BweT	57-98-3C-BE-A8
2452	5004005689948	850201	378992012	2008/03/31	"78,045.00"	6bY-IV@G6FzFnTadecq5iaZaueExEy}%VLNyE32\5eXhq**d*JmX8ICy@mmWD{EZ	64	58414	50040056899486bY-IV85020119@G6FzFnTa37899201219decq52008033127ia7804563ZaueE	"17,900,527"	14IFl	BE-1A-CE-66-26
2453	290400499376	970700	381788010	2008/08/18	"56,369.90"	F@ALt+a$8M(haaR[I9UuB[+%9h*TkHjG_}nr[iLvH[C-VjVw8ry9uUWLg[nN35E%	64	02855	290400499376F97070063@AL38178801070t+a$8M(ha2008081803aR[I9U5637090uB[+%9	"25,981,072"	1Z72G	13-92-3F-3F-EF
2454	2004004814562	230800	385945018	2007/09/20	"2,717.00"	nY@ejecHtFIhZQj@cZ(M%{mZtWUUIXH3D8FSmGjAaya8mk4pX5wHLp6Q#U_+{tI)	64	09630	2004004814562n23080032Y@ejecHtFI38594501896hZQj@cZ2007092048(M%{271781m	"32,760,926"	1y+HU	8F-81-8C-33-55
2455	6004008005966	199479	387313017	2007/09/20	"32,024.00"	WzM}fbe#T+ZqXvewHM22hc97+F8t=pQSRAr2f9JQ-B47GI4@]x+x(XWG$SpSA=Gt	64	70723	6004008005966WzM}fbe#19947989T38731301734+ZqXvewH2007092048M223202465hc97	"26,863,962"	1cUbQ	E8-A5-5F-B9-09
2456	1904002990419	508294	387486016	2007/02/11	"1,417.00"	fH5H-pwC9r[xwJzEdq-=L25WxHV*ZtXVgBE6U}qbYRcatW*u54B*66RLWY3QRDgq	64	02257	1904002990419f50829483H5H38748601600-pw2007021153C9r[xw141796JzEdq-=L	"24,658,673"	1U4Bn	36-78-23-F1-92
2457	700400637863	804081	387547018	2007/03/26	"18,768.90"	p{@TL%X#A*Idjdxxr$hEUu9GAHVNi-(Yp4VWyb[Y7n{k=8[HkRJF=NpxDUq)(KMx	64	16631	700400637863p{80408115@TL%X#A38754701873*Idjdxx2007032633r$hE1876957Uu	"20,925,028"	1Fqfa	C1-6B-7F-9E-36
2458	6004007921261	746650	390118015	2008/04/27	"47,154.00"	%dVxZS_G[UPj\HUQFCju@Xr)D*ic%9E53Ss$tBPxPRC6TBX_-Pew8CfBN$JXY6I]	64	15339	6004007921261%d74665079VxZS_G39011801544[UPj2008042738\HUQ4715409FCju@Xr)D*	"19,397,781"	19/oL	37-01-B5-F9-D4
2459	6004009809380	537206	390245014	2008/05/23	"32,770.00"	7ccvzSg7x4A8I6ItEQQ]UCFgq5Qsxs+bUT4L7nHMDW5abqxVJ5[]#eIve+Vf4TgA	64	02692	6004009809380753720655ccv39024501496zSg7x4A20080523578I6ItEQQ]U3277086CFg	"28,183,057"	1hWeH	C3-09-0A-24-D7
2460	1004008997829	707332	391987014	2007/04/17	"67,416.02"	][)]HK66W[H3xh$%kQ9_dT(t[J-*iK=#L\ZI+abzuZpPMcG%-B*Hde(+Bvvzd)[t	64	30075	1004008997829][)]70733286H39198701422K200704174866W[H3xh6741642$%kQ9_	"32,835,273"	1zGR9	BA-A2-4B-27-FA
2461	7904006476002	233512	392016010	2008/02/10	482.90	xPywGy(4ryTr27yrqXvE@PQUbm9-)M]{Lp)@%ShejdVv(MfhAn+I)Q=H])k64z%}	64	39428	7904006476002xPyw23351229Gy(4ryTr2739201601066yrqXv2008021069E@P48374QUbm9-)M]	"16,007,839"	z4AV	08-89-6E-43
2462	7004003906751	902478	21099010	2008/11/17	"37,089.00"	H)9W[=mG*y%tjY55zXW%xj\Xtd_xVp\inSB@c@z{LP-cd3DRuGTqfU7[T@DPamyW	64	25207	7004003906751H)990247875W[=mG*2109901040y%t2008111750j3708994Y55zXW%x	"25,583,698"	1Xc1I	78-4F-AF-48-DE
2463	190400977177	686705	21192021	2007/02/22	"42,055.00"	%6uMaMkDxXsKW]37b%RMN$kgRWWhh{=BVYa=]Be=Q5JhIbsJUaT%44TPaA=3FXMC	64	73034	190400977177%6uMaMkD68670583xXsK2119202146W2007022213]37b4205574%RMN$	"23,576,511"	1Px+/	67-DF-6B-7F-A5
2464	7904001463097	69662	21470013	2007/08/20	"4,422.00"	_*4j=eYLzv(ygj}FY(fL#9g*$DGP)M2i4W4FdZPC4P-TkCku@TY[XjQ){H_szY)+	64	65270	7904001463097_*4j=eY6966239Lzv(yg2147001302j}F2007082058Y(fL#9g*442265$	"23,570,350"	1PwUk	F3-18-2F-AB-0B
2465	1904008776346	947109	21701014	2007/01/24	"3,151.00"	QaDWpZJCc$emIL(QY$m]-L-E}DF=VpV]EDy7Sqv+=Z#A%pwNyw*=P[XKmRI48n6q	64	75735	1904008776346QaDWpZJC94710987c$emIL2170101440(QY$m]-L2007012414-E}D315171F=VpV]	"13,678,308"	qBRa	50-95-F3-84
2466	1904002802813	681658	22333264	2008/02/21	"93,964.00"	AKWZ4#]nau-%ptg+Ezc@9YNza]ves[H)gEE=qIf-$cQ(vnZIYjMz\ISiDC}uxBb@	64	61175	1904002802813AKWZ4#]68165884na2233326434u-2008022173%ptg+Ezc9396409@9YNza	"20,377,258"	1Dkwg	96-21-5C-30-11
2467	790400507777	796525	22359235	2007/07/29	"92,536.00"	sBM+#=5v\-d@LsChYtPBfWS2)#gACqsBSsV9k5}SZrBJU-s[sFEQsL7g$*]%bw(S	64	22993	790400507777sBM79652527+#=22359235475v\-d@LsCh2007072932YtPBfWS2)#9253691gACq	"17,773,668"	13pHa	E1-A1-AB-50-33
2468	4004008935662	90740	22555012	2008/10/02	"72,348.00"	[-TYS[L5]g3uY={xqPcP77z*t2hHA9$k*5mfI$Q@8%dS*Wcdq5HE}d-k_]pa2Jnt	64	26324	4004008935662[-T9074069YS[L5]g22555012183uY=2008100218{xq7234876PcP77	"15,940,735"	ypn/	27-02-03-1D
2469	4004006231499	228011	28972018	2008/04/20	"77,344.00"	wwL@r)bMPS5yU6m(Gr}K@IG}srkw2iqIK}4)4WyF}{r4em7=Tf-H-$GXW-urYAdg	64	92771	4004006231499wwL@r)bMPS228011385yU28972018616m(Gr}K@2008042021IG}srkw27734437iq	"20,253,730"	1DGmY	49-21-BA-39-44
2470	290400716081	621461	32148012	2007/10/23	"46,017.00"	4CknLd#My5Gb}-f#qq=wfafMwJ2NY%@9$$DDuuI$akTqg$$CGA+C)@pxUk]ub=Tv	64	93086	2904007160814CknLd#My562146103Gb}-3214801204f2007102312#qq=wfafM4601749wJ2NY%@	"27,070,508"	1dH0i	79-6E-7E-DE-FE
2471	7004005908814	167449	33463014	2008/08/19	"53,124.00"	EVaD8v+f9G4cS3d]bRh}Ix#Ds3HtZSvQ+}CGp#bFhm{xX[Sg-VgViTa(Vr(g7f([	64	93860	7004005908814EVaD8v+f9G167449884cS33346301420d]bRh}Ix#2008081985Ds3HtZS5312442v	"27,685,271"	1fd6N	A9-BD-14-37-15
2472	3004002896452	998613	33634015	2007/03/28	"26,021.00"	Tg\4]Ne8QFY[4acFmNd\t}zEZw8X6=68g9y6uINnTCkC[WvIi(Lt75Y+N8Z%BiE-	64	84766	3004002896452Tg\4]Ne8Q99861338FY[4a3363401514cFmNd\t}2007032857zEZw8X62602106=68g9y6	"14,170,034"	s3Uo	55-16-65-8B
2473	5004002157104	927194	35468019	2008/04/17	"85,445.80"	ELfN#[x$W*pka(CW4Mh@]#ne%9{Z)QrEA]8\ApbWcEwSj-nIdEH(cc]CUavtIYBe	64	52943	5004002157104ELfN#[92719420x$W3546801917*pka(CW4Mh2008041767@]#ne8544685%9{Z	"16,780,490"	100pA	2D-12-5E-48-0C
2474	3004007220304	685066	39328010	2008/04/18	"53,200.00"	J[B$=wT83{KWm#quBYK7+$VXB3TLriiKRC4R3MpJp}uI9J]+[p*dk{$T]cJcP{RS	64	89794	3004007220304J[B$=wT8368506696{KWm#quBYK39328010807+$VXB3T2008041820LriiKRC4R35320003MpJp}	"13,647,956"	q41K	E2-9D-19-DF
2475	2904002471988	230647	39910019	2007/05/02	"6,286.00"	v@=MMiBq]GVx\*b+W5)@HcfY\r=)E+gF{X}*A7{Gw(SV]ifk(DJYqkEvrpBXUr#)	64	90145	2904002471988v@=MMiBq]G23064730V3991001964x\2007050284*b+W5628694)@HcfY	"27,115,581"	1dS0z	F1-BE-90-30-DF
2476	4004001954031	673569	41584012	2008/09/20	"53,042.00"	_b9xdaKBed3inAUEhI+ZeaxJ}DtTNz=LIgX[G)wtgepu2LHD@VqFQLN#nz9*I7Ww	64	62445	4004001954031_b9xdaK67356953Bed41584012753inAU2008092067EhI+Z5304229eaxJ}D	"15,180,561"	vwCH	3E-5D-B0-AA
2477	5004003598669	144074	43793146	2007/07/01	"64,597.00"	z)\ZE9uAp3$_N*)nU{VVeFDLPVeM[6i$Ui=BL%3_Qpi(dSwXh4xqY*i8Mdu7DN74	64	45978	5004003598669z)\ZE144074799uAp3$4379314667_N*)nU{VVe2007070123FDLPVeM[64597086i$Ui=BL%	"14,288,054"	sWIs	62-86-95-8C
2478	8004004189504	245398	45289011	2008/03/02	"28,983.00"	V%Q(DjYsFihwzYMFqvCgq{u*6{93Hse=8@dazZsC%ExQ9g{yeB$_f2QZ[Y)TL$dM	64	48175	8004004189504V%Q(D24539810jYsFihwzY4528901144MF2008030268qvCgq{u*28983146{93Hs	"18,010,571"	14j7B	F1-5D-DE-81-F3
2479	800400691674	868867	55851016	2008/01/30	"72,294.00"	uN$[B[3F}rdq%dIn%id#hR$g(25TP+Pd6I-g{pZ7Wrx+K{k)fb[X-s-hN\MXvQs2	64	78043	800400691674uN$[B[3F86886747}rdq%dIn%5585101635i2008013064d#hR$7229442g(25	"25,493,722"	1XG3Q	2A-A9-26-4A-AD
2480	8004006920417	243055	59402019	2008/08/23	"68,663.00"	@N@)GgBG@bJ5#bIwR+i-[HH@IDz7AQzGHg4N}hd*(PBYsufxVdiC4_6HZy{P)[VG	64	47427	8004006920417@N@)G24305586gBG@bJ5#5940201904bIwR+2008082376i-[6866374HH@IDz7A	"15,979,950"	yzMk	2A-40-1C-66
2481	1904008683000	213685	65826015	2008/11/14	"9,633.00"	pHyXA6)Gs#EzW*E6j}DUV\PYZ[%Q8h[U3mwR@ZqPTGYiPZXVkKJm{WL8BwwHkzht	64	86159	1904008683000pHyXA6)Gs21368537#EzW*E66582601536j}2008111470DUV\PY963359Z[%Q8h[U3m	"17,491,649"	12kR1	A1-AF-C3-FD-A4
2482	7004009845321	397250	72224019	2007/06/22	"38,771.00"	LkXNCyCFJ=jaH[@PA7%%6g6mK{MS[mpKmJ8dY9nLDQtS*I\kIy$azZtferp5VzX(	64	87283	7004009845321LkXNCyCFJ39725007=jaH[@PA72224019597%%20070622336g6mK{MS[3877109mpKm	"16,467,701"	+qRr	7C-4B-C6-69
2483	1004001335058	488778	72865939	2007/04/02	"24,145.00"	KzS*FMK\J9DUEYtcLQ\yi%EC$8SUj$3T%Qxizt__+mydwS9]U8_79XtH)tEyIMTH	64	70896	1004001335058KzS*FMK\48877830J72865939379DUEYtcLQ2007040298\yi%EC$8SU2414546j$3T%Qx	"27,172,608"	1dfy0	0A-A7-6B-52-AD
2484	5004009909841	402472	78607509	2008/08/13	"7,841.00"	aB($fxj]EBrR%U{w]QxN)fpW+G2SXepX6-WR4f2@j@zY89$qVWLMRvaMQ(Q}MJSI	64	42076	5004009909841aB($f40247283xj]7860750996E2008081336BrR%U{w]784181QxN)fpW	"24,686,304"	1UAxW	80-F9-C7-43-F8
2485	7904005454947	298923	79951012	2008/08/09	"71,179.00"	nDP)p@y8U+Q(WtnQkM7]DAkkwSbYvX4$F[kY}5xrvYIU(g$)c$aa]QCTdzNTW*5h	64	67258	7904005454947nDP)p@y298923478U+Q(Wtn7995101257QkM20080809557]DAkk7117949wSbYvX4$F	"15,366,095"	wdVF	62-52-66-13
2486	3004005651919	688004	80356011	2007/09/18	"19,305.00"	y_dW7*b*Cb=DjVD7E[J5x6BWJ@UWgGxvJw*--DTNsgGUVxpsgpmZXP3@--+m@IdU	64	94212	3004005651919y_dW7*b*Cb68800405=DjVD80356011977E[2007091847J51930577x6B	"19,472,001"	1AHw1	2F-9D-8D-A8-DB
2487	290400245336	738448	82061014	2007/07/29	"77,228.00"	9Nvf8mm@nh]qCFGZUt2quT5bIhcrqC8+9j]e_vY39{ecc@(iaRsap=nQ(HHxxuzv	64	49673	2904002453369Nvf873844836mm@nh]qCFG8206101489ZUt2quT20070729325bIhcrqC77228918+9j	"14,478,391"	tEmt	95-1E-72-05
2488	8004007298378	233826	84672018	2008/01/21	"61,368.00"	\p*x_fdLREa[AI=zKC7WW@EkXukg#JIjG)[udpA%q(hzj7ZRa6CpezrXSWNvzu)f	64	44269	8004007298378\p*x_23382608fdLRE8467201825a[A2008012121I=zKC7W6136878W@EkXukg#J	"15,909,826"	yiF2	6A-9C-33-3C
2489	2904004238423	62699	85836016	2008/08/27	"92,313.80"	bNnWrc8}(h%yFLq]Z=nZ_8pGxjeHP@I8DstIe@Dx+h}$(9%K%]-$]hmJ-Dk%bP4\	64	49935	2904004238423bNnWr6269962c8}(h%yFLq8583601688]Z=nZ_8pGx2008082714jeHP9231485@I8Dst	"14,969,936"	v6nG	C6-11-8F-2E
2490	1004009951384	679230	88276019	2008/09/09	"31,664.00"	[LWU6V\YfzAGARr[6*$@TgGX35UIkew5mYZ3ir%fGW+mWe\Pw5@5VdC]Qzkq[wbC	64	99110	1004009951384[LWU6V\Yfz67923024AGARr[6*$@8827601987Tg2008090910GX31664013	"30,494,510"	1qKyk	48-28-B2-1D-16
2491	5004008977688	937746	89123012	2007/02/17	"44,140.00"	wmTS]QW3_x=j]b#JeG7kc@qPBQP7]8nS6ZyfHiY@(bvuT3ZBawdX693){rX#X4T}	64	99308	5004008977688wmTS]QW3_x93774674=j]b#JeG7k8912301287c@qP2007021701B4414051QP7]8nS6Z	"28,025,963"	1gwHh	E0-45-B5-5D-41
2492	6004005765697	616622	89579016	2008/07/01	"1,574.70"	9p%k9EIMT)S=Nj3R#_#D$dP@VDh9r=@yH][)n%_X4xg]wKkm#hwiKQUc*gsy@H5h	64	26741	60040057656979p%61662262k9EIMT)8957901675S=Nj3R#_2008070184#D$dP157593@V	"18,501,144"	16auO	EB-C5-2F-AA-DD
2493	3004009639028	206146	96718017	2008/06/03	"32,235.00"	xU$Y}*M7e$+E\HcjW8zanKS)JNHq+M}qg2hIxF7)#K3m6ih5uCY#$r6@rE7x6Hu7	64	00534	3004009639028x20614613U9671801716$Y}*M72008060343e$+E3223555\HcjW	"29,741,537"	1nT7X	31-0C-6E-64-DA
2494	8004003520457	139570	100174012	2007/01/05	"54,506.00"	%jQ%Gc+kBG{jy]HZTN$A}pucD{Z}i6dF{kAF(TTai}e$TRUMc}a8qM\Bey]xgPz7	64	39292	8004003520457%jQ%13957003Gc+kBG{jy]10017401273HZT2007010501N$A}pucD{Z5450647}i6	"18,553,820"	16nlS	E2-4D-9D-53-31
2495	3004002905910	450028	108288018	2007/10/15	"82,927.00"	K7#5%[MaH5e5%jijtb$EEPbutBsBR*g6CTG4kLW[a*LvIdZ6XRantPV}GeEPt+eS	64	41966	3004002905910K7#5%45002861[M10828801864aH5e5%jijt2007101578b$EEPbu8292733tBsBR*g	"18,600,973"	16zGD	5A-7E-75-70-E1
2496	3004001424218	363056	390459017	2007/08/04	"68,497.90"	$QvTU)*{{_8IkjG4G_EY+9@xVfhWxE8uu$WLynZDmk4@AHVw2giFVrFS(LyB3-pq	64	59972	3004001424218$QvTU)36305622*{{_8IkjG439045901780G_EY+9@xVf2007080421hWxE8uu$6849828WLy	"16,164,226"	zgM2	38-6D-DF-A8
2497	3004006953766	78997	108613013	2008/02/25	"85,574.25"	cDMK_V+{zAaCx4A]@R-TRN7]K(cTP7c}HtiR3dJD6qq]R+vdsM6X-{[x\xkGbL)%	64	87767	3004006953766cDMK_V+{z7899767AaCx4A]@10861301300R-TRN7]K2008022555(cTP7c}8557410HtiR3dJD	"12,870,268"	n69y	B2-54-6E-3A
2498	700400311746	471373	110081011	2008/07/16	"52,422.00"	75%fLr9*X{AfzF2UsGZFfcz9B(sBt)C*gq*Q8%vQsALUTbrgFJH\KPZH_qq$fKj$	64	80754	70040031174675%fLr9*X47137315{11008101189AfzF2UsG2008071623ZFfcz95242299B(sBt	"25,452,818"	1X64I	36-EE-4E-05-6D
2499	5004009147376	858415	111210017	2008/09/16	"15,024.00"	tTPvh_$ZqP9_B}Dj\YPZNmIPLM4CJeGT[c$x_Hw8e@gz[s#iV_TDaU4%mR)zWD*h	64	81111	5004009147376tTPvh_$Zq85841548P911121001799_B2008091641}D1502460j\	"24,695,392"	1UD9W	0F-14-C5-21-4B
2500	700400544942	639489	111634017	2007/01/08	"15,738.00"	rdX(IGN5-sDVNt-JRf=#gNUgpP5Fz7jd8+wjSxX[qzvDbLVB8n-FNfYQ+Z42M-g$	64	59418	700400544942rdX(IG63948925N5-sDVNt-J11163401777Rf=#g2007010847NU1573802gpP5Fz7jd	"18,247,031"	15crt	C7-5C-96-2E-4B
2501	3904008959575	978922	112283011	2008/04/09	"44,472.00"	C@Nh@3iyrv{]T8k3+_Mykmn$)Cru*]jfAUF)G-N94wTU8)_T(xqiK7K\B$Mz{DNz	64	85514	3904008959575C@Nh@3iyr97892284v{]T8k112283011883+_Myk2008040979mn4447208$)Cru	"17,606,008"	13ALu	D8-29-B2-CA-27
2502	1904001051625	779106	114862010	2008/02/03	"95,166.00"	B(nnCsbeQu-RL5@#fJRZpB4i_B(D]5x3HbU*Kvjiu2Ng+]@+4YgXr%a2%bz6vIfe	64	34104	1904001051625B(nn77910692CsbeQ11486201092u-2008020319R9516620L5@#f	"25,385,637"	1Wrgb	69-F7-A2-BB-94
2503	2004002531456	125570	115124017	2008/01/26	"75,643.00"	WIKn@Z53V[hVhk3H3E}C)%{B8_MX8idV5M6f)u@([f)RqwXgtCW@ettcAd563gWX	64	31497	2004002531456WIKn12557015@Z1151240179953V[h2008012653Vhk3H3E}C)7564388%{B8_MX8	"19,657,405"	1A/Az	F5-9D-10-4C-76
2504	2004006131940	913161	116283013	2007/11/06	"30,498.00"	6]t=ceuTrz4qWjMG_DyAj-MWM8Czy$wbbV}-dI5TMCDZqLwNj}vdPiWQ2#jJbZ#C	64	72858	20040061319406]t=ceuT91316128rz411628301389qWjMG_DyA2007110601j-MWM83049897Czy$wbbV}	"16,147,992"	zcOO	01-07-5F-EC
